mistake_id	text_id	sentence_id	mistake_type	error_span	correction	span_start	span_end
2	560	1	Noun_number	ages	age	39	43
24	560	5	Absence_explanation	Population in Italy has absolutely different situation	The situation in Italy is absolutely different	402	456
23	560	5	Articles	Population	The population	402	412
34	560	7	Punctuation	According projections for 2050	According to the projections for 2050,	566	596
32	560	7	lex_part_choice	According	According to	566	575
38	560	8	Comparison_degree	more young	younger	787	797
39	560	8	Articles	more young population	a younger population	787	808
3	561	1	Punctuation	Nowadays	Nowadays,	0	8
52	561	14	lex_item_choice	decline	decrease	1015	1022
60	561	18	Absence_explanation	Whether high level damage from GMO products, it is actual question	It is an actual question nowadays, whether the GMO products are harmful for us or not	1318	1384
8	561	2	lex_item_choice	others	other problems	133	139
62	561	20	Verb_pattern	have decreasing in	decrease their amount	1578	1596
9	561	3	Prepositions	for	to	158	161
5	561	1	Redundant_comp	it is own		39	48
18	561	6	Prepositions	to	on	403	405
7	561	1	Articles	high	a	49	53
21	561	8	lex_part_choice	brings effect on	effects 	496	512
71	561	9	Formational_affixes	overweigh	overweight	553	562
23	561	9	Spelling	overweigh	overweight	553	562
25	561	9	Comparison_degree	more plastic	slimmer	581	593
24	561	9	lex_item_choice	plastic	slim	586	593
27	561	9	Comparison_degree	beuty	more beautiful	607	612
2	561	9	Spelling	beuty	beautiful	607	612
29	561	10	Noun_number	pollutions	pollution	684	694
28	561	10	Articles	pollutions	the pollution	684	694
37	561	11	lex_item_choice	level	quality	747	752
36	561	11	Articles	level	the	747	752
39	561	11	Absence_comp_sent	human	human's health	810	815
38	561	11	Possessive	human	human's	810	815
1	561	12	Spelling	utilitive	useful	927	936
47	561	12	Negation	utilitive	not nutritive	927	936
46	561	12	lex_item_choice	utilitive	nutritive	927	936
72	561	12	Derivation	utilitive	useful	927	936
14	562	4	Redundant_comp	The level of children percentage	The percentage of children	442	474
20	562	4	Absence_comp_sent	The level of children percentage	The percentage of children in Italy	442	474
15	562	4	Articles	percentage	the percentage	464	474
25	563	9	Word_order	it is needed not only	not only it is necessary	1180	1201
24	563	9	lex_item_choice	needed	necessary	1186	1192
1	564	4	Spelling	diminue	decrease	494	501
5	564	4	lex_item_choice	diminue	decrease a little	494	501
15	564	4	Derivation	diminue	decrease	494	501
6	565	2	Agreement_errors	cause	causes	144	149
3	565	15	Spelling	resourses	resources	1456	1465
3	566	1	Spelling	diagramms	diagrams	10	19
29	566	11	Redundant_comp	between		1014	1021
12	566	5	lex_item_choice	dead	death rate	458	462
13	566	5	Articles	dead rate	the death rate	458	467
2	566	10	Spelling	constisting	consisting	850	861
25	566	10	Redundant_comp	constisting		850	861
1	567	1	Punctuation	Nowadays	Nowadays,	0	8
28	567	10	Punctuation	Instead of health improving	Instead of health improving,	1069	1096
2	567	2	Articles	Governments	The governments	62	73
12	567	6	lex_item_choice	sport	sports	667	672
3	568	1	Articles	ages	the ages 	39	43
15	568	3	Absence_comp_sent	Yemen and Italy	in Yemen and Italy	394	409
1	568	1	Noun_number	chart	charts	4	9
4	568	1	Prepositions	among	of	44	49
16	568	4	Articles	projection	the projection	449	459
17	568	4	Spelling	dicreasement	decrease	466	478
18	568	4	Formational_affixes	dicreasement	decrease	466	478
19	568	4	Articles	dicreasement	a decrease	466	478
27	568	8	Punctuation	Unlike in Italy	Unlike Italy,	725	740
25	568	8	Redundant_comp	in		732	734
6	568	1	Absence_comp_sent	possible changes	show the possible changes	96	112
5	568	1	Articles	possible changes	the possible changes	96	112
1	569	1	Spelling	increasement	increase	22	34
3	569	1	Articles	increasement	the increase	22	34
4	569	1	Formational_affixes	increasement	increase	22	34
11	569	3	Absence_comp_sent	making more sport facilities	by making more sport facilities	221	249
5	569	1	Articles	number	the number	38	44
18	569	6	Punctuation	And unfortunatilly	And unfortunately,	407	425
17	569	6	Spelling	unfortunatilly	unfortunately	411	425
31	569	6	Category_confusion	relativly	relativle	458	467
2	569	6	Spelling	relativly	relativle	458	467
20	569	6	Prepositions	relativly	in	458	467
6	569	1	Spelling	deffenetelly	definitely	70	82
28	569	10	Punctuation	Secondly	Secondly,	750	758
3	570	1	Articles	changes	the changes	24	31
11	570	2	Category_confusion	truth	TRUE	240	245
12	570	3	Articles	numbers	the number	315	322
13	570	3	Noun_number	numbers	number	315	322
17	570	3	Noun_number	numbers	number	370	377
16	570	3	Articles	numbers	the number	370	377
20	570	4	Linking_device	In this fact	Thus	426	438
21	570	4	Punctuation	In this fact	Thus,	426	438
4	570	1	Articles	ages	the	53	57
25	570	5	Voice	approved	are approved	543	551
28	570	5	Articles	numbers	the number	573	580
29	570	5	Noun_number	numbers	number	573	580
40	570	8	Spelling	pie-chart	pie chart	972	981
41	570	8	Noun_number	pie-chart	pie charts	972	981
42	570	8	Articles	pie-chart	the pie charts	972	981
43	571	14	Category_confusion	naturaly	natural	1097	1105
4	571	14	Spelling	naturaly	naturally	1097	1105
53	571	3	Formational_affixes	unobjective	non-objective	156	167
1	571	3	Spelling	unobjective	non-objective	156	167
13	571	4	Noun_number	desiese	diseases	303	310
12	571	4	Spelling	desiese	diseases	303	310
6	571	1	Absence_comp_sent	improving their health	improving of their health	38	60
17	571	4	Spelling	Alzgaimer	Alzheimer's	407	416
19	571	5	lex_item_choice	imuno	immunity	469	474
52	571	5	lex_item_choice	imuno	immune system	469	474
5	571	5	Spelling	imuno	immune system	469	474
21	571	5	lex_item_choice	sport	sports	491	496
20	571	5	Absence_comp_sent	sport	do sports	491	496
23	571	6	Punctuation	On the over hand	On the other hand,	519	535
22	571	6	lex_item_choice	over	other	526	530
2	571	8	Spelling	overimproving	other improving	674	687
31	571	8	lex_item_choice	overimproving	other	674	687
54	571	9	Formational_affixes	unstresful	non-stressful	725	735
32	571	9	Spelling	unstresful	non-stressful	725	735
7	572	6	Absence_comp_sent	Young and middle-aged populations	The number of young and middle-aged people	643	676
8	572	6	lex_item_choice	populations	people	665	676
1	573	1	Articles	the great number	a great number	40	56
2	573	5	Spelling	definetely	definitely	535	545
8	574	3	Absence_comp_sent	two charts in 2000 year	two charts describing the situation in 2000	243	266
6	574	3	Redundant_comp	year		262	266
1	574	1	Spelling	carts	charts	4	9
12	574	5	Absence_explanation	on 60 and older age	are 60 years old or older	424	443
25	574	8	Punctuation	As it can seem	As it can be seen,	651	665
23	574	8	Voice	can seem	can be seen	657	665
24	574	8	lex_item_choice	seem	seen	661	665
30	574	10	Category_confusion	diclining	decline	811	820
29	574	10	Spelling	diclining	decline	811	820
31	574	10	Articles	diclining	a decline	811	820
4	575	1	Spelling	helthy	healthy	115	121
32	575	15	Spelling	programms	programmes	1167	1176
5	575	1	Articles	strong nation	a strong nation	126	139
33	575	18	Punctuation	Also	Also,	1310	1314
1	575	18	Spelling	goverments	governments	1340	1350
35	575	18	Redundant_comp	goverments'		1340	1351
2	575	19	Spelling	charees	chances	1399	1406
38	575	19	lex_item_choice	charees	opportunities	1399	1406
3	575	1	lex_item_choice	sport	sports	36	41
10	575	5	Absence_explanation	find it good at carier.	people think that sportive people have good careers	383	406
11	575	5	Spelling	carier	career	399	405
4	576	2	Punctuation	Speaking about Yemen	Speaking about Yemen,	109	129
34	576	9	Articles	doubled number	the doubled number	1120	1134
1	576	1	Articles	changes	the changes	16	23
5	576	2	Absence_comp_sent	of young people	of the young people part	173	188
2	576	1	Articles	percentage	the percentage	27	37
11	576	3	lex_part_choice	years	years old	271	276
16	576	4	Articles	people	the people	424	430
18	576	4	Absence_comp_sent	people	the number of people	424	430
3	576	1	Articles	predictions	the predictions	86	97
30	576	8	Spelling	level-off	level off	925	934
4	577	3	Spelling	opposit	opposition	136	143
30	577	3	Formational_affixes	opposit	opposition	136	143
17	577	17	Punctuation	From this point of view	From this point of view,	1388	1411
2	577	1	Articles	healthier society	a healthier society	19	36
5	577	4	Category_confusion	obviously	obvious	202	211
12	577	8	Spelling	sportmen	sportsmen	600	608
31	577	8	Compound_word	sportmen	sportsmen	600	608
65	578	2	Voice	show	is shown	102	106
63	578	2	Verb_pattern	show	shows	102	106
7	578	3	lex_item_choice	immediately apparent	obvious	206	226
2	578	1	Articles	information	the information	22	33
8	578	3	Comparative_constr	more half	more than a half	232	241
9	578	3	Articles	half	a half	237	241
10	578	3	Absence_comp_sent	half people	a half of the people	237	248
11	578	3	Articles	people	the people	242	248
17	578	4	lex_item_choice	percent	percentage	365	372
18	578	4	Articles	percent	the percentage	365	372
19	578	4	Absence_comp_sent	percent people	percentage of people	365	379
29	578	5	Articles	bad standart	a bad standard	461	473
27	578	5	Spelling	standart	standard	465	473
31	578	5	Articles	middle age	the middle age	488	498
32	578	5	Absence_comp_sent	middle age	the middle age of people in 	488	498
33	578	5	Absence_comp_sent	middle age this country 60	the middle age of people in this country is 60	488	514
35	578	6	Absence_comp_sent	look	we look	526	530
4	578	1	Noun_number	population	populations	53	63
37	578	6	Prepositions	on	at	531	533
44	578	7	Absence_comp_sent	percent people	the percentage of people	602	616
42	578	7	lex_item_choice	percent	percentage	602	609
43	578	7	Articles	percent	the percentage	602	609
3	578	1	Numerals	both	two	67	71
49	578	7	Absence_comp_sent	children is redused	, and the number of children is reduced	672	691
48	578	7	Punctuation	children	, and 	672	680
5	578	1	Punctuation	countries	countries :	72	81
53	578	8	Numerals	percents	percent	745	753
56	578	9	Articles	date	the data	761	765
55	578	9	lex_item_choice	date	data	761	765
60	578	9	lex_item_choice	borning	birth rate	821	828
1	578	9	Spelling	borning	burning	821	828
59	579	6	Voice	interesting	interested	341	352
60	579	6	Prepositions	interesting it	interested in it	341	355
9	579	8	Absence_comp_sent	Example	For example 	418	425
10	579	8	Punctuation	Example:	For example,	418	426
12	579	8	Word_order	their like sport play	the sport they like to play	448	469
13	579	8	Ref_device	their	the	448	453
19	579	9	Punctuation	And after analysis answers	And after the analysis of the answers,	471	497
16	579	9	Absence_comp_sent	analysis answers	the analysis of the answers	481	497
14	579	9	Articles	analysis	the analysis	481	489
23	579	10	Punctuation	also	Also,	535	539
22	579	10	Capitalisation	also	Also,	535	539
26	579	12	Punctuation	On other hand	On the other hand,	648	661
27	579	12	Articles	other hand	the other hand	651	661
30	579	12	Absence_comp_sent	like just sit at home	they just sit at home	707	728
1	579	1	Agreement_errors	improve	improves	71	78
31	579	13	Punctuation	To solve this problem	To solve this problem,	730	751
2	579	1	Absence_comp_sent	public health	the level of public health	79	92
35	579	14	Spelling	advate	advocate	806	812
38	579	15	Punctuation	Example:	For example,	851	859
37	579	15	Absence_comp_sent	Example	For example 	851	858
5	580	4	Absence_comp_sent	teens	the amount of children	343	348
6	580	4	lex_item_choice	teens	children	343	348
9	580	6	Punctuation	According to predictions for 2050	According to the predictions for 2050,	436	469
8	580	6	Articles	predictions	the predictions	449	460
11	580	6	Absence_comp_sent	the growth of middle-aged population and the decline of 60+ years' old people	that there is a growth of the middle-aged population and a decline of 60+ years` old people	487	564
12	580	6	Articles	the	a	487	490
17	580	7	Punctuation	In the analisys of italian population	In the analisys of the Italian population,	567	604
1	580	7	Spelling	analisys	analysis	574	582
16	580	7	Capitalisation	italian	Italian population	586	593
15	580	7	Articles	italian population	the Italian population	586	604
22	580	8	Punctuation	in projections for 2050	in the projections for 2050,	690	713
21	580	8	Articles	projections	the projections	693	704
4	581	13	Spelling	rhe	the	1094	1097
22	581	13	Tense_choice	rhe	the	1094	1097
32	581	2	Noun_number	lifes	lives	149	154
8	581	2	Spelling	lifes	lives	149	154
2	581	1	Spelling	enviromental	environmental	23	35
7	581	3	Agreement_errors	arise	arises	261	266
10	581	6	Punctuation	of course	, of course,	486	495
3	581	1	Spelling	polution	pollution	49	57
11	581	7	Punctuation	For this aim	For this aim,	510	522
22	582	1	Absence_explanation	humanity percentages of different ages	the population numbers according to age in percentage	26	64
8	582	4	Absence_comp_sent	years	years old	260	265
16	582	7	Articles	decreas	the 	773	780
17	582	7	Spelling	decreas	decrease	773	780
34	583	12	Punctuation	But from the other hand	But still,	1012	1035
33	583	12	lex_item_choice	from the other hand	still	1016	1035
41	583	14	Absence_comp_sent	all	everything possible	1270	1273
40	583	14	Pronouns	all	everything	1270	1273
5	583	2	lex_item_choice	develop	increase	145	152
6	583	2	Absence_comp_sent	develop	increase the amount of	145	152
44	583	17	Articles	good	a	1461	1465
46	583	17	Spelling	stomach-ache	stomach ache	1553	1565
49	583	17	Articles	stomach-ache	a	1553	1565
50	583	17	Articles	head-ache	a	1567	1576
47	583	17	Spelling	head-ache	headache	1567	1576
17	583	6	lex_item_choice	availiable	reasonable	489	499
1	583	6	Spelling	availiable	available	489	499
20	583	7	Ref_device	he	he or she	586	588
19	583	7	Punctuation	he	, he	586	588
4	583	1	Infinitive_constr	improve	to improve	61	68
21	583	9	Punctuation	Moreover	Moreover,	650	658
1	584	1	Articles	Pie chart	The pie charts	0	9
2	584	1	Noun_number	Pie chart	The pie charts	0	9
6	584	2	Articles	percentage	the percentage	107	117
10	584	3	Noun_number	Italian	Italians	205	212
3	584	1	Articles	ages	the ages	21	25
11	584	3	Tense_choice	dramatically decrease	will dramatically decrease	213	234
13	584	4	Prepositions	In	At 	274	276
14	584	4	Punctuation	In the bigining of the second millenium	At the beginning of the second millennium,	274	313
12	584	4	Spelling	bigining	beginning	281	289
24	584	6	Absence_comp_sent	situation completely different	the situation is completely different	417	447
23	584	6	Articles	situation	the situation	417	426
4	584	1	Articles	expected age	the expected age	65	77
33	584	8	Noun_number	changes	change	684	691
41	584	10	Articles	population	the populations	848	858
40	584	10	Absence_comp_sent	population	of the populations	848	858
3	585	1	Punctuation	Through the last 50 years	Through the last 50 years,	0	25
5	585	1	Prepositions	Through	For	0	7
9	585	2	Ref_device	their self	themselves	108	118
33	585	14	Spelling	anether	another 	1114	1121
36	585	15	Articles	maximum level	the maximum	1182	1195
10	585	2	Redundant_comp	in		119	121
12	585	3	Articles	topic	the topic	143	148
42	585	17	Articles	really healthy person.	a really healthy person	1438	1460
16	585	5	Ref_device	Other	Others	259	264
4	585	1	Articles	humanity	the humanity	26	34
43	585	5	Tense_choice	told	talk	265	269
17	585	5	lex_item_choice	told	talk	265	269
7	585	1	Absence_comp_sent	people	people in number	56	62
2	585	8	Spelling	reseach	research	574	581
8	585	2	Punctuation	To continue this process	To continue this process,	64	88
24	585	9	Noun_number	way	ways	687	690
27	586	13	Articles	middle age	the middle-aged group	1062	1072
26	586	13	Absence_comp_sent	middle age	middle-aged group	1062	1072
25	586	13	Spelling	middle age	middle-aged	1062	1072
8	586	5	Word_choice	consists	comprised	390	398
9	586	5	Tense_choice	consists	comprised	390	398
1	586	6	Spelling	unsignificantly	Insignificantly	485	500
30	586	6	Formational_affixes	unsignificantly	Insignificantly	485	500
14	586	10	Linking_device	Although	In addition to that,	713	721
15	586	10	Punctuation	Although	In addition to that,	713	721
2	587	1	Punctuation	In modern world	In the modern world,	0	15
16	587	12	lex_item_choice	different	various	1106	1115
20	587	15	Absence_comp_sent	they cannot spent	they cannot afford to spend	1310	1327
19	587	15	Spelling	spent	spend	1322	1327
71	588	13	Absence_comp_sent	in ages 15-59	in the age of 15-59	1098	1111
10	588	1	Redundant_comp	the period		110	120
69	588	13	Noun_number	ages	age	1101	1105
70	588	13	Articles	ages	the age	1101	1105
82	588	16	Agreement_errors	this	these	1345	1349
83	588	16	Absence_comp_sent	this	in these	1345	1349
12	588	1	Redundant_comp	years		135	140
84	588	16	lex_item_choice	date	data	1390	1394
107	588	17	Formational_affixes	statistiques	statisticans	1500	1512
91	588	17	Spelling	statistiques	statisticans	1500	1512
3	588	2	Noun_number	ages	age	185	189
2	588	2	Articles	ages	the age	185	189
14	588	3	Absence_explanation	having the ages	in the age of	272	287
1	588	1	lex_item_choice	date	data	28	32
15	588	3	lex_part_choice	years	years old	294	299
21	588	3	Verb_pattern	located two place	located on the second place	300	317
19	588	3	Voice	located	are located	300	307
45	588	1	Prepositions	on	about	33	35
16	588	3	Articles	ages	the age	333	337
17	588	3	Absence_comp_sent	ages	the age of	333	337
25	588	4	Prepositions	in	by	428	430
24	588	4	Word_order	in 2050 years changed	changes by 2050	428	449
23	588	4	Tense_choice	changed	changes	442	449
32	588	5	Absence_comp_sent	The number of the children in ages 0-14 years decreased	The number of children in the age of 0-14 years old is decreased	451	506
26	588	5	Articles	the		465	468
29	588	5	Noun_number	ages	the age	481	485
28	588	5	Articles	ages	the age	481	485
30	588	5	Absence_comp_sent	ages 0-14	the age of 0-14	481	490
34	588	6	Articles	ages	the age	547	551
33	588	6	Noun_number	ages	age	547	551
40	588	7	Absence_comp_sent	ages 60	the age of 60	649	656
39	588	7	Articles	ages	the age	649	653
38	588	7	Noun_number	ages	age	649	653
60	588	10	Absence_comp_sent	in ages 60	in the age of 60	953	963
59	588	10	Articles	ages	the age	956	960
58	588	10	Noun_number	ages	age	956	960
5	589	2	Articles	populations	the population	201	212
6	589	2	Noun_number	populations	population	201	212
1	589	3	Spelling	srictly	strictly	246	253
9	589	3	lex_item_choice	srictly	fit	246	253
40	589	3	Formational_affixes	musculin	muscular	255	263
10	589	3	Spelling	musculin	muscular	255	263
36	589	13	Articles	populations	the population	915	926
37	589	13	Noun_number	populations	population	915	926
6	590	2	lex_part_choice	years	years old	155	160
2	590	1	Articles	change	the changes	16	22
3	590	1	Noun_number	change	changes	16	22
7	590	2	Verb_pattern	stood	stood at	161	166
26	590	7	Redundant_comp	approxime		562	571
28	590	7	Absence_comp_sent	approxime	and at	562	571
1	590	7	Spelling	approxime	approximately	562	571
1	591	1	Punctuation	According to some people	According to some people,	0	24
7	591	1	Punctuation	and	, and	121	124
2	591	1	Redundant_comp	say that		25	33
8	591	2	Absence_explanation	of argument for and argument against	for and against this point of view	272	308
4	592	1	Agreement_errors	This	These	0	4
8	592	1	Redundant_comp	projections for		112	127
11	592	2	Spelling	prosentages	percentage	149	160
5	592	1	Spelling	ilustrate	illustrate	16	25
12	592	2	Articles	age groop	the age group	164	173
13	592	2	Spelling	groop	group	168	173
78	592	2	Punctuation	"""15-59 years"""	of 15-59 years  old	174	187
14	592	2	lex_part_choice	years	years old	181	186
17	592	3	Articles	age groop	the age group	264	273
18	592	3	Spelling	groop	group	268	273
79	592	3	Punctuation	"""60 + years"""	60 + years old	274	286
21	592	3	lex_part_choice	years	years old	280	285
25	592	3	Absence_explanation	was lawe	and will be equal to	307	315
3	592	3	Spelling	lawe	lower	311	315
19	592	4	Articles	age groop	the age group	347	356
20	592	4	Spelling	groop	group	351	356
35	592	5	Absence_comp_sent	groop	of the group	428	433
36	592	5	Articles	groop	the group	428	433
37	592	5	Spelling	groop	group	428	433
80	592	5	Punctuation	"""15-59 years"""	15-59 years old	437	450
38	592	5	lex_part_choice	years	years old	444	449
43	592	6	Articles	groop	the group	487	492
42	592	6	Spelling	groop	group	487	492
81	592	6	Punctuation	"""0-14 years"""	0-14 years old	493	505
44	592	6	lex_part_choice	years	years old	499	504
47	592	6	lex_item_choice	decline	downward	544	551
48	592	6	Articles	decline trend	a downward trend	544	557
50	592	6	Prepositions	aout	by about	565	569
2	592	6	Spelling	aout	about	565	569
52	592	7	Articles	The greater rise	A greater rise	575	591
54	592	7	Absence_comp_sent	The greater rise prosantage	A greater rise in percentage is observed	575	602
51	592	7	Spelling	prosantage	percentage	592	602
53	592	7	Absence_comp_sent	prosantage	in percentage	592	602
55	592	7	Articles	groop	the group	606	611
56	592	7	Spelling	groop	group	606	611
82	592	7	Punctuation	"""60+ years"""	60+ years old	612	623
57	592	7	lex_part_choice	years	years old	617	622
59	592	7	Word_order	about in 2	to about 2	630	640
91	592	7	Prepositions	in	to	636	638
92	592	7	Comparative_constr	2 time	2 times as high	639	645
60	592	7	Noun_number	time	times	641	645
61	592	8	Spelling	camapared	compared	655	664
62	592	8	Punctuation	camapared with Yemen	, compared with Yemen,	655	675
64	592	8	Articles	groop	the group	696	701
65	592	8	Spelling	groop	group	696	701
69	592	9	Articles	greater rise	a greater rise	735	747
70	592	9	Absence_explanation	greater rise	a greater rise in numbers	735	747
85	592	9	Tense_choice	has	will be in	756	759
84	592	9	lex_item_choice	has	will be in	756	759
86	592	9	Punctuation	"""15-59 years"""	15-59 years old	770	783
72	592	9	lex_part_choice	years	years old	777	782
73	592	10	Spelling	groop	group	788	793
74	592	10	Articles	groop	the group	788	793
76	592	10	Punctuation	"""0-14 years"""	0-14 years old	794	806
75	592	10	lex_part_choice	years	years old	800	805
2	593	3	Spelling	Increas	Increase	134	141
15	593	3	Category_confusion	Increas	Increasing	134	141
5	593	3	Spelling	availiablity	available	187	199
17	593	3	Category_confusion	availiablity	available	187	199
20	593	4	Punctuation	One side	On the one side,	218	226
19	593	4	lex_part_choice	One side	On the one side,	218	226
12	593	1	Absence_comp_sent	interest sports and own health	sports and a healthy way of life are getting popular	24	54
21	593	4	Tense_form	making	is making	269	275
29	593	5	Word_order	buldinged lot of sports objects	a lot of sports objects were built	397	428
1	593	5	Spelling	buldinged	were built	397	406
23	593	5	Tense_form	buldinged	were built	397	406
24	593	5	Spelling	citezen	citizens	452	459
39	593	5	Noun_number	citezen	citizens	452	459
42	593	6	Word_order	would be opene more sports cours	more sports courts will open	464	496
41	593	6	Tense_choice	would be opene	will open	464	478
40	593	6	Voice	be opene	open	470	478
6	593	6	Spelling	opene	opened	473	478
7	593	2	Articles	topic	the topic	59	64
27	593	8	Agreement_errors	is	are	592	594
13	594	5	Word_order	is predicted significant increase in number of elderly people on 18 percent	a significant increase in number of elderly people on 18 percent is predicted 	603	678
12	594	5	Articles	significant increase	a significant increase	616	636
1	596	1	Articles	information	the information	22	33
3	596	3	Punctuation	In the charts of the first country	In the charts about the first country,	245	279
17	596	3	Prepositions	of	about	259	261
6	596	3	Articles	persantages	percentage	291	302
4	596	3	Spelling	persantages	percentage	291	302
10	596	5	Absence_comp_sent	according projections	according to the projections	452	473
11	596	5	Articles	projections	the projections	462	473
13	596	6	Spelling	middle-age	middle-aged	487	497
14	596	6	Articles	middle-age population	the middle-aged population	487	508
15	596	7	Punctuation	In the charts of the second country	In the charts about the second country,	528	563
16	596	7	Prepositions	of	about	542	544
24	596	10	Articles	Crusial increase	A crucial increase	717	733
25	596	10	Spelling	Crusial	crucial	717	724
28	596	11	Spelling	middle-age	middle-aged	804	814
29	596	11	Articles	middle-age population	the middle-aged population	804	825
2	597	12	Spelling	Olimpic	Olympic	1076	1083
27	597	12	Articles	Olimpic Games	the Olympic Games	1076	1089
5	597	2	Articles	development	the development	139	150
35	597	18	Prepositions	with	since	1444	1448
7	597	2	Inappropriate_register	don't	does not	171	176
6	597	2	Agreement_errors	don't	does not	171	176
43	597	21	Redundant_comp	of		1737	1739
14	597	5	Absence_comp_sent	don't enouth	do not have	470	482
12	597	5	Inappropriate_register	don't	do not	470	475
21	597	10	lex_item_choice	saet	opinion	928	932
3	597	10	Spelling	saet	fact	928	932
3	598	2	Articles	population	the populations	164	174
4	598	2	Noun_number	population	populations	164	174
1	598	1	Possessive	people	people's	45	51
11	598	5	Spelling	flactuation	fluctuation	471	482
6	599	2	Punctuation	Nowadays	Nowadays,	41	49
4	599	7	Spelling	cardio-vascular	cardiovascular	420	435
26	599	8	Formational_affixes	stades	stadiums	518	524
12	599	8	Spelling	stades	stadiums	518	524
2	600	1	Agreement_errors	presents	present	17	25
6	600	2	Articles	charts	the charts	183	189
7	600	3	Spelling	middle-age	middle-aged	267	277
8	600	3	Articles	middle-age generation	the middle-aged generation	267	288
31	600	3	Formational_affixes	shortaged	shortened	391	400
11	600	3	Spelling	shortaged	shortened	391	400
3	600	1	Absence_comp_sent	Europe and Asian	one European and one Asian 	49	65
15	600	6	Articles	Italian	the Italian	537	544
17	600	6	Spelling	sity	city	595	599
18	600	6	Articles	sity	the city	595	599
27	600	10	Spelling	middle-age	middle-aged	926	936
28	600	10	Articles	middle-age people	the middle-aged people	926	943
6	601	2	Absence_comp_sent	little sports activities	the little number of sports activities	131	155
17	601	17	Articles	society	the society	1337	1344
22	601	19	Spelling	variaty	variety	1607	1614
23	601	19	Articles	variaty	a variety	1607	1614
3	601	1	lex_item_choice	number being	the quality of public health	20	32
7	601	3	Articles	better way	a better way	274	284
1	601	9	Spelling	pleassure	pleasurable	749	758
12	601	9	Category_confusion	pleassure	pleasant	749	758
7	602	2	lex_part_choice	years	years old	191	196
8	602	2	Punctuation	years.	years,	191	197
11	602	4	Punctuation	As we can see	As we can see,	209	222
1	602	1	Articles	information	the information	22	33
12	602	4	Articles	charts	the charts	226	232
22	602	6	Category_confusion	increasing	the increase	514	524
23	602	6	Absence_comp_sent	increasing standard of living	the increase of the level of standard of living	514	543
24	602	7	Punctuation	In the Italy	In Italy,	546	558
25	602	7	Articles	the Italy	Italy	549	558
29	602	7	Spelling	middle age	middle-aged	600	610
30	602	7	Absence_comp_sent	middle age	middle-aged people	600	610
38	602	8	Punctuation	In the future prediction of 2050 year	In the predictions for 2050,	670	707
32	602	8	Redundant_comp	future		677	683
3	603	1	Punctuation	Nowadays	Nowadays,	0	8
32	603	10	Absence_comp_sent	sports facilities	increasing the number of sports facilities	1012	1029
49	603	12	Formational_affixes	regulary	regularly	1277	1285
2	603	12	Spelling	regulary	regularly	1277	1285
8	603	3	Absence_comp_sent	People always in hurry	People are always in a hurry	227	249
9	603	3	Articles	hurry	a hurry	244	249
4	603	1	Tense_choice	become	has become	38	44
14	603	4	Prepositions	at	on	420	422
1	603	1	Spelling	sagnificantly	significantly	45	58
5	603	1	lex_item_choice	sagnificantly	incredibly	45	58
17	603	7	Articles	the sport facility	sport facilities	639	657
16	603	7	Noun_number	facility	facilities	649	657
22	603	8	Comparison_degree	much convinient	much more convenient	819	834
21	603	8	Spelling	convinient	convenient	824	834
28	603	9	Word_order	in sports facilities will be more free space	there will be more free space in sports facilities	890	934
27	603	9	Absence_comp_sent	will	there will	911	915
29	603	9	Absence_explanation	to give more comfort to a clients	, so it will be more comfortable for clients	935	968
30	603	9	Articles	a clients	clients	959	968
56	604	11	Voice	have the difference	be changed	1239	1258
57	604	11	lex_item_choice	have the difference	be changed	1239	1258
1	604	1	Articles	information	the	22	33
7	604	3	Absence_comp_sent	As far	As far as	290	296
28	604	5	Punctuation	which	, and it 	659	664
27	604	5	Absence_comp_sent	which	and it 	659	664
26	604	5	Conjunctions	which	and	659	664
31	604	6	lex_item_choice	fall	decline	742	746
32	604	6	Absence_comp_sent	fall	decline in number	742	746
39	604	8	Absence_comp_sent	Italy has the other picture	There is another picture in Italy	934	961
38	604	8	Ref_device	the other	another	944	953
44	604	9	lex_item_choice	population	number	971	981
41	604	9	Articles	population	the	971	981
46	605	13	Compound_word	worldsight	worldview	1204	1214
2	605	13	Spelling	worldsight	worldview	1204	1214
33	605	13	lex_item_choice	worldsight	world view // ideology	1204	1214
37	605	14	Absence_explanation	has the influense	is important	1245	1262
35	605	14	Spelling	influense	influence	1253	1262
1	605	16	Spelling	differents	different	1439	1449
47	605	16	Adjectives	differents	different	1439	1449
7	605	2	lex_part_choice	sport	sporting goods	149	154
42	605	16	lex_item_choice	right	correct	1507	1512
4	605	1	Articles	growth	the	27	33
44	605	3	Redundant_comp	not		278	281
11	605	4	Absence_comp_sent	enourmous	enourmously high	403	412
10	605	4	Adverbs	enourmous	enourmously	403	412
3	605	4	Spelling	enourmous	enormous	403	412
4	606	1	Absence_explanation	of ages	divided according to the age	101	108
30	606	8	Articles	comparison	a comparison	1010	1020
1	606	1	Articles	information	the information	19	30
7	606	2	Articles	populations	the populations	196	207
9	606	2	lex_item_choice	populations	people	196	207
11	606	2	Absence_comp_sent	populations	the number of people	196	207
2	606	1	Spelling	persentage	percentage	41	51
14	606	3	Punctuation	whereas	, whereas	414	421
18	606	3	Voice	will dicreased	will be decreased	480	494
17	606	3	Spelling	dicreased	decreased	485	494
27	606	7	Prepositions	to	in	848	850
28	606	7	lex_item_choice	to the period of	by	848	864
