mistake_id	text_id	sentence_id	mistake_type	error_span	correction	span_start	span_end	year	type
13	214	9	Spelling	obviuous	obvious	1021	1029	Exam2020_Task 1	Overlap
2	216	3	Articles	Larger amount	A larger number	214	227	Exam2020_Task 1	Overlap
13	216	3	lex_item_choice	amount	number	221	227	Exam2020_Task 1	Overlap
14	216	4	Punctuation	As it can be seen from the first graph	As can be seen from the first graph,	283	321	Exam2020_Task 1	Overlap
3	216	4	Redundant_comp	it		286	288	Exam2020_Task 1	Overlap
16	216	4	Punctuation	but i 2012	but in 2012,	393	403	Exam2020_Task 1	Overlap
6	216	4	Spelling	i	in	397	398	Exam2020_Task 1	Overlap
21	216	9	Punctuation	Facebook is a very popular websire,	Facebook is a very popular website	865	900	Exam2020_Task 1	Overlap
20	216	9	Spelling	websire	website	892	899	Exam2020_Task 1	Overlap
4	230	4	Voice	were grown	grew	331	341	Exam2020_Task 1	Coincide
9	230	4	Verb_pattern	were grown	grew by	331	341	Exam2020_Task 1	Coincide
4	232	2	Numerals	a one year numbers	one year numbers	217	235	Exam2020_Task 1	Overlap
5	232	2	punct	year	year, the	223	227	Exam2020_Task 1	Overlap
4	248	2	Articles	the the amount	the amount	160	174	Exam2020_Task 1	Overlap
5	248	2	vocab	amount	number	168	174	Exam2020_Task 1	Overlap
8	248	4	Articles	amount	the number	281	287	Exam2020_Task 1	Coincide
9	248	4	gram	amount	number	281	287	Exam2020_Task 1	Coincide
6	252	2	Articles	mobile version hase	the mobile version hase	311	330	Exam2020_Task 1	Overlap
7	252	2	vocab	hase strong	has	326	337	Exam2020_Task 1	Overlap
15	252	5	Articles	Exactly proportion	The exact proportion	672	690	Exam2020_Task 1	Overlap
16	252	5	Category_confusion	Exactly	exact	672	679	Exam2020_Task 1	Overlap
4	258	2	punct	desctop	, desktop	158	165	Exam2020_Task 1	Coincide
5	258	2	Spelling	desctop	desktop	158	165	Exam2020_Task 1	Coincide
23	260	10	Articles	facebook network	the Facebook network	1112	1128	Exam2020_Task 1	Overlap
24	260	10	Capitalisation	facebook	Facebook	1112	1120	Exam2020_Task 1	Overlap
16	267	4	Articles	half time	a half time	443	452	Exam2020_Task 1	Overlap
17	267	4	vocab	time increased for	times in	448	466	Exam2020_Task 1	Overlap
39	267	11	Articles	presented graps	the presented graps	1249	1264	Exam2020_Task 1	Overlap
40	267	11	Spelling	graps	graphs	1259	1264	Exam2020_Task 1	Overlap
18	281	8	Articles	facebook account	a Facebook account	875	891	Exam2020_Task 1	Overlap
19	281	8	Capitalisation	facebook	Facebook	875	883	Exam2020_Task 1	Overlap
13	283	11	Articles	variety reasons	a variety reasons	867	882	Exam2020_Task 1	Overlap
14	283	11	Absence_comp_sent	variety	variety of	867	874	Exam2020_Task 1	Overlap
20	285	4	Articles	mobile audience increase	the mobile audience increase	468	492	Exam2020_Task 1	Overlap
21	285	4	gram	increase	has increased	484	492	Exam2020_Task 1	Overlap
7	289	5	Articles	Diffrence	The difference	355	364	Exam2020_Task 1	Coincide
8	289	5	Spelling	Diffrence	difference	355	364	Exam2020_Task 1	Coincide
3	291	2	Infinitive_constr	logged	 log	202	208	Exam2020_Task 1	Overlap
4	291	2	Verb_pattern	logged in	logged in to	202	211	Exam2020_Task 1	Overlap
5	291	4	Tense_choice	logged	log	412	418	Exam2020_Task 1	Coincide
6	291	4	lex_item_choice	logged	log in	412	418	Exam2020_Task 1	Coincide
15	293	6	Articles	largest indicatot	the largest indicatot	717	734	Exam2020_Task 1	Overlap
16	293	6	Spelling	indicatot	indication	725	734	Exam2020_Task 1	Overlap
17	293	6	Articles	other	the other	741	746	Exam2020_Task 1	Coincide
18	293	6	vocab	other	other reasons	741	746	Exam2020_Task 1	Coincide
26	297	5	Articles	changes Desktop	the changes Desktop	478	493	Exam2020_Task 1	Overlap
27	297	5	punct	changes	changes,	478	485	Exam2020_Task 1	Overlap
24	303	10	Articles	equal for men	an equal for men	1029	1042	Exam2020_Task 1	Overlap
25	303	10	vocab	equal	equal value	1029	1034	Exam2020_Task 1	Overlap
15	307	5	Articles	desctop version	the desktop version	421	436	Exam2020_Task 1	Overlap
16	307	5	Spelling	desctop	desktop	421	428	Exam2020_Task 1	Overlap
27	311	8	Articles	the people	people	771	781	Exam2020_Task 1	Overlap
28	311	8	punct	people	people,	775	781	Exam2020_Task 1	Overlap
4	317	2	gram	descreased	has decreased	172	182	Exam2020_Task 1	Coincide
5	317	2	Spelling	descreased	decreased	172	182	Exam2020_Task 1	Coincide
14	321	7	Articles	the sharing photo	sharing photo	523	540	Exam2020_Task 1	Overlap
15	321	7	Noun_number	photo	photos	535	540	Exam2020_Task 1	Overlap
17	331	10	Articles	increasing a popularity	the increasing a popularity	882	905	Exam2020_Task 1	Overlap
18	331	10	Articles	a popularity	popularity	893	905	Exam2020_Task 1	Overlap
10	345	2	Articles	the march	March	258	267	Exam2020_Task 1	Overlap
11	345	2	Spelling	march	March	262	267	Exam2020_Task 1	Overlap
13	345	3	Articles	social web	a social web	390	400	Exam2020_Task 1	Overlap
14	345	3	vocab	web	network	397	400	Exam2020_Task 1	Overlap
21	347	11	Articles	The men	Men	1207	1214	Exam2020_Task 1	Overlap
22	347	11	Spelling	men	Men	1211	1214	Exam2020_Task 1	Overlap
11	355	5	Articles	the personal computer	personal computer	711	732	Exam2020_Task 1	Overlap
12	355	5	Noun_number	computer	computers	724	732	Exam2020_Task 1	Overlap
15	357	5	Articles	horizontal bar chart	the horizontal bar chart	553	573	Exam2020_Task 1	Overlap
16	357	5	punct	chart	chart,	568	573	Exam2020_Task 1	Overlap
12	371	3	Articles	more popular way	the most popular way	436	452	Exam2020_Task 1	Overlap
13	371	3	gram	more	most	436	440	Exam2020_Task 1	Overlap
37	371	7	Articles	the facebook	Facebook	1096	1108	Exam2020_Task 1	Overlap
38	371	7	Spelling	facebook	Facebook	1100	1108	Exam2020_Task 1	Overlap
21	379	6	Articles	the 20 percents	20 percents	489	504	Exam2020_Task 1	Overlap
22	379	6	Numerals	percents	percent	496	504	Exam2020_Task 1	Overlap
22	390	8	Articles	very popular social net	a very popular social net	768	791	Exam2020_Task 1	Overlap
23	390	8	vocab	net	network	788	791	Exam2020_Task 1	Overlap
18	402	7	Articles	an entartaining	entertaining	746	761	Exam2020_Task 1	Overlap
19	402	7	Spelling	entartaining	entertaining	749	761	Exam2020_Task 1	Overlap
1	412	1	Articles	changing in usage	the changing in usage	20	37	Exam2020_Task 1	Overlap
2	412	1	disc	in		29	31	Exam2020_Task 1	Overlap
10	416	7	Spelling	humoristic	humorous	972	982	Exam2020_Task 1	Coincide
13	416	7	Formational_affixes	humoristic	humorous	972	982	Exam2020_Task 1	Coincide
16	420	7	Articles	a both resons	both resons	734	747	Exam2020_Task 1	Overlap
17	420	7	Spelling	resons	reasons	741	747	Exam2020_Task 1	Overlap
41	424	9	Articles	the learning ways	learning ways	1092	1109	Exam2020_Task 1	Overlap
42	424	9	Absence_comp_sent	learning	learning about	1096	1104	Exam2020_Task 1	Overlap
49	424	12	punct	nime	time,	1353	1357	Exam2020_Task 1	Coincide
51	424	12	Spelling	nime	time	1353	1357	Exam2020_Task 1	Coincide
1	426	1	Articles	statistic	the statistics	48	57	Exam2020_Task 1	Coincide
2	426	1	Noun_number	statistic	statistics	48	57	Exam2020_Task 1	Coincide
2	430	2	Articles	amount	the number	120	126	Exam2020_Task 1	Coincide
3	430	2	gram	amount	number	120	126	Exam2020_Task 1	Coincide
32	434	6	punct	actove,	active	941	948	Exam2020_Task 1	Overlap
34	434	6	Spelling	actove	active	941	947	Exam2020_Task 1	Overlap
16	444	4	Articles	dekster version	the desktop version	594	609	Exam2020_Task 1	Overlap
17	444	4	gram	dekster	desktop	594	601	Exam2020_Task 1	Overlap
11	446	4	Articles	great amount	a great amount	414	426	Exam2020_Task 1	Overlap
12	446	4	vocab	amount	number	420	426	Exam2020_Task 1	Overlap
34	446	10	Articles	a half female users	half female users	987	1006	Exam2020_Task 1	Overlap
35	446	10	Quantifiers	half	half of	989	993	Exam2020_Task 1	Overlap
5	452	4	Articles	amount	the number	290	296	Exam2020_Task 1	Coincide
6	452	4	gram	amount	number	290	296	Exam2020_Task 1	Coincide
14	456	4	Articles	the desctop	desktop	609	620	Exam2020_Task 1	Overlap
15	456	4	Spelling	desctop	desktop	613	620	Exam2020_Task 1	Overlap
3	458	2	Articles	decrese in desktop usage	a decrease in desktop usage	158	182	Exam2020_Task 1	Overlap
4	458	2	Spelling	decrese	decrease	158	165	Exam2020_Task 1	Overlap
3	462	1	Articles	changing between aims	the changing between aims	99	120	Exam2020_Task 1	Overlap
4	462	1	Articles	aims	the aims	116	120	Exam2020_Task 1	Overlap
13	462	4	Articles	other diagramm	the other diagramm	326	340	Exam2020_Task 1	Overlap
14	462	4	Spelling	diagramm	diagram	332	340	Exam2020_Task 1	Overlap
2	478	1	Articles	statystic of using Facebook	the statistics of using Facebook	27	54	Exam2020_Task 1	Overlap
3	478	1	Spelling	statystic	statistics	27	36	Exam2020_Task 1	Overlap
11	478	3	Articles	bar charge	the bar charge	254	264	Exam2020_Task 1	Overlap
12	478	3	vocab	charge show	chart shows	258	269	Exam2020_Task 1	Overlap
58	478	15	Articles	bar chart	the bar chart	1402	1411	Exam2020_Task 1	Overlap
59	478	15	punct	chart	chart,	1406	1411	Exam2020_Task 1	Overlap
15	480	6	punct	craph	chart,	587	592	Exam2020_Task 1	Coincide
16	480	6	gram	craph	chart	587	592	Exam2020_Task 1	Coincide
13	496	5	Articles	mobile version	the mobile version	534	548	Exam2020_Task 1	Overlap
14	496	5	punct	version	version,	541	548	Exam2020_Task 1	Overlap
3	498	2	punct	flowing	passing,	219	226	Exam2020_Task 1	Coincide
4	498	2	gram	flowing	passing	219	226	Exam2020_Task 1	Coincide
1	500	1	Articles	proporton	the proportion	63	72	Exam2020_Task 1	Coincide
2	500	1	Spelling	proporton	proportion	63	72	Exam2020_Task 1	Coincide
9	502	3	punct	regulary,	regularly	375	384	Exam2020_Task 1	Overlap
10	502	3	Spelling	regulary	regularly	375	383	Exam2020_Task 1	Overlap
12	502	4	Articles	The laptops	Laptops	400	411	Exam2020_Task 1	Overlap
13	502	4	Spelling	laptops	Laptops	404	411	Exam2020_Task 1	Overlap
8	508	6	Articles	the most of male users	most of male users	776	798	Exam2020_Task 1	Overlap
9	508	6	disc	of		785	787	Exam2020_Task 1	Overlap
13	516	6	Articles	amount	the number	568	574	Exam2020_Task 1	Coincide
14	516	6	gram	amount	number	568	574	Exam2020_Task 1	Coincide
3	518	2	Articles	amount	the number	195	201	Exam2020_Task 1	Coincide
4	518	2	gram	amount	number	195	201	Exam2020_Task 1	Coincide
9	536	3	Articles	the approximately 150 millions to almost 135 millions users	approximately 150 millions to almost 135 millions users	442	501	Exam2020_Task 1	Overlap
10	536	3	Numerals	millions	million	464	472	Exam2020_Task 1	Overlap
11	542	7	Articles	most unpopular reasons	the most unpopular reasons	682	704	Exam2020_Task 1	Overlap
12	542	7	Noun_number	reasons	reason	697	704	Exam2020_Task 1	Overlap
14	548	4	Articles	signifficant rise	a significant rise	376	393	Exam2020_Task 1	Overlap
15	548	4	Spelling	signifficant	significant	376	388	Exam2020_Task 1	Overlap
21	548	9	Articles	very popular web-site	a very popular web-site	773	794	Exam2020_Task 1	Overlap
22	548	9	disc	web-site, it	website. It is	786	798	Exam2020_Task 1	Overlap
6	550	2	Articles	diagram Decstop	the diagram Decstop	149	164	Exam2020_Task 1	Overlap
7	550	2	punct	Decstop	, desktop	157	164	Exam2020_Task 1	Overlap
7	550	2	punct	Decstop	, desktop	157	164	Exam2020_Task 1	Coincide
8	550	2	Spelling	Decstop	desktop	157	164	Exam2020_Task 1	Coincide
12	552	4	Articles	amount	the number	384	390	Exam2020_Task 1	Coincide
13	552	4	gram	amount	number	384	390	Exam2020_Task 1	Coincide
4	556	2	Articles	mobile one, especially in 2012	the mobile one, especially in 2012	232	262	Exam2020_Task 1	Overlap
5	556	2	vocab	one	version	239	242	Exam2020_Task 1	Overlap
9	556	4	Articles	destop version	the desktop version	426	440	Exam2020_Task 1	Overlap
10	556	4	Spelling	destop	desktop	426	432	Exam2020_Task 1	Overlap
12	556	4	Articles	mobile one (about 150 and 55 millions of users	the mobile one (about 150 and 55 millions of users	493	539	Exam2020_Task 1	Overlap
13	556	4	vocab	one	version	500	503	Exam2020_Task 1	Overlap
8	562	2	Articles	desktop fall	a desktop fall	242	254	Exam2020_Task 1	Overlap
9	562	2	Tense_choice	fall	fell	250	254	Exam2020_Task 1	Overlap
7	568	2	Articles	vertical one refers to number	the vertical one refers to number	193	222	Exam2020_Task 1	Overlap
8	568	2	Articles	number	the number	216	222	Exam2020_Task 1	Overlap
15	572	6	Articles	number	the number	501	507	Exam2020_Task 1	Coincide
16	572	6	Absence_comp_sent	number	number of	501	507	Exam2020_Task 1	Coincide
3	574	2	Articles	total amount	the total amount	187	199	Exam2020_Task 1	Overlap
4	574	2	vocab	amount	number	193	199	Exam2020_Task 1	Overlap
11	574	4	Articles	pretty popular web-si.e	a pretty popular web-si.e	358	381	Exam2020_Task 1	Overlap
12	574	4	Spelling	web-si.e	website	373	381	Exam2020_Task 1	Overlap
2	576	2	Articles	reason chart	the reasons chart	185	197	Exam2020_Task 1	Overlap
3	576	2	Noun_number	reason	reasons	185	191	Exam2020_Task 1	Overlap
14	576	4	Articles	persentage	the percentage	398	408	Exam2020_Task 1	Coincide
15	576	4	Spelling	persentage	percentage	398	408	Exam2020_Task 1	Coincide
13	580	4	Articles	mobile phone ib	a mobile phone ib	350	365	Exam2020_Task 1	Overlap
14	580	4	Spelling	ib	in	363	365	Exam2020_Task 1	Overlap
21	591	5	Articles	mobile version Facebook	the mobile version Facebook	545	568	Exam2020_Task 1	Overlap
22	591	5	Absence_comp_sent	version	version of	552	559	Exam2020_Task 1	Overlap
19	593	7	Articles	amount	the number	815	821	Exam2020_Task 1	Coincide
20	593	7	gram	amount	number	815	821	Exam2020_Task 1	Coincide
19	600	16	spell	littest	smallest	1042	1049	Exam2020_Task 1	Coincide
24	600	16	Comparison_degree	littest	smallest	1042	1049	Exam2020_Task 1	Coincide
15	602	7	Articles	the males	men	768	777	Exam2020_Task 1	Overlap
16	602	7	Spelling	males	men	772	777	Exam2020_Task 1	Overlap
9	606	5	Articles	the 2012 there were about 150 millions of users	2012 there were about 150 millions of users	484	531	Exam2020_Task 1	Overlap
10	606	5	Numerals	millions of	million	514	525	Exam2020_Task 1	Overlap
26	606	6	Articles	fluctuating of amount	the fluctuating of amount	766	787	Exam2020_Task 1	Overlap
27	606	6	vocab	of amount	number	778	787	Exam2020_Task 1	Overlap
21	608	8	Articles	reasona	the reason	607	614	Exam2020_Task 1	Coincide
22	608	8	gram	reasona	reason	607	614	Exam2020_Task 1	Coincide
15	610	8	Articles	the 2013 there was fall	2013 there was fall	815	838	Exam2020_Task 1	Overlap
16	610	8	punct	2013	2013,	819	823	Exam2020_Task 1	Overlap
2	618	2	Articles	first graph usein	the first graph usein	146	163	Exam2020_Task 1	Overlap
3	618	2	vocab	usein	, use	158	163	Exam2020_Task 1	Overlap
20	618	7	Spelling	othets	others	773	779	Exam2020_Task 1	Coincide
21	618	7	Punctuation	othets	others,	773	779	Exam2020_Task 1	Coincide
12	620	5	Articles	favorit thing	the favourite thing	326	339	Exam2020_Task 1	Overlap
13	620	5	gram	favorit	favourite	326	333	Exam2020_Task 1	Overlap
9	639	5	gram	consicts	consists of	325	333	Exam2020_Task 1	Coincide
10	639	5	Spelling	consicts	consists	325	333	Exam2020_Task 1	Coincide
35	641	9	Articles	third part	a third part	1205	1215	Exam2020_Task 1	Overlap
36	641	9	disc	part		1211	1215	Exam2020_Task 1	Overlap
11	657	6	Articles	total amount	the total amount	812	824	Exam2020_Task 1	Overlap
12	657	6	vocab	amount	number	818	824	Exam2020_Task 1	Overlap
6	662	3	Articles	the 2013 year	2013 year	336	349	Exam2020_Task 1	Overlap
7	662	3	disc	year		345	349	Exam2020_Task 1	Overlap
16	664	5	Articles	Amount	The number	692	698	Exam2020_Task 1	Coincide
17	664	5	gram	Amount	number	692	698	Exam2020_Task 1	Coincide
2	668	1	Articles	the Facebook	Facebook	67	79	Exam2020_Task 1	Overlap
3	668	1	Absence_comp_sent	Facebook	Facebook over	71	79	Exam2020_Task 1	Overlap
1	676	1	Articles	chanjing	the changes	19	27	Exam2020_Task 1	Coincide
2	676	1	gram	chanjing	changes	19	27	Exam2020_Task 1	Coincide
21	680	6	Articles	same persants	the same percentage	630	643	Exam2020_Task 1	Overlap
22	680	6	Spelling	persants	percentage	635	643	Exam2020_Task 1	Overlap
15	682	4	Articles	quantity	the number	310	318	Exam2020_Task 1	Coincide
16	682	4	Category_confusion	quantity	number	310	318	Exam2020_Task 1	Coincide
8	686	2	punct	trands	, trends	161	167	Exam2020_Task 1	Coincide
9	686	2	Spelling	trands	trends	161	167	Exam2020_Task 1	Coincide
17	706	8	Articles	the mobiles	mobile	738	749	Exam2020_Task 1	Overlap
18	706	8	Spelling	mobiles	mobile	742	749	Exam2020_Task 1	Overlap
15	716	5	Articles	destop version	the desktop version	577	591	Exam2020_Task 1	Overlap
16	716	5	Spelling	destop	desktop	577	583	Exam2020_Task 1	Overlap
23	716	6	Articles	less popural way	a less popural way	691	707	Exam2020_Task 1	Overlap
24	716	6	Spelling	popural	popular	696	703	Exam2020_Task 1	Overlap
1	718	1	vocab	make	did	72	76	Exam2020_Task 1	Coincide
2	718	1	Tense_choice	make	did	72	76	Exam2020_Task 1	Coincide
6	720	7	punct	appoximately	, approximately	616	628	Exam2020_Task 1	Coincide
7	720	7	Spelling	appoximately	approximately	616	628	Exam2020_Task 1	Coincide
18	724	7	Articles	precent of women	the percentage of women	717	733	Exam2020_Task 1	Overlap
19	724	7	Category_confusion	precent	percentage	717	724	Exam2020_Task 1	Overlap
23	724	7	Articles	precent of men	the percentage of men	837	851	Exam2020_Task 1	Overlap
24	724	7	Category_confusion	precent	percentage	837	844	Exam2020_Task 1	Overlap
25	724	8	Articles	precent	the percentage	857	864	Exam2020_Task 1	Coincide
26	724	8	Category_confusion	precent	percentage	857	864	Exam2020_Task 1	Coincide
7	726	1	Articles	the both sex	both sex	167	179	Exam2020_Task 1	Overlap
8	726	1	Noun_number	sex..	sexes.	176	181	Exam2020_Task 1	Overlap
22	738	7	Articles	population	the population	611	621	Exam2020_Task 1	Coincide
23	738	7	gram	population	population who	611	621	Exam2020_Task 1	Coincide
13	744	8	Articles	same percent	the same percent	866	878	Exam2020_Task 1	Overlap
14	744	8	vocab	percent	percentage	871	878	Exam2020_Task 1	Overlap
13	766	3	Articles	a half women	half women	334	346	Exam2020_Task 1	Overlap
14	766	3	Quantifiers	half	half of	336	340	Exam2020_Task 1	Overlap
18	786	9	Articles	numbers	the number	709	716	Exam2020_Task 1	Coincide
19	786	9	Noun_number	numbers	number	709	716	Exam2020_Task 1	Coincide
5	788	2	Articles	the the amount	the amount	303	317	Exam2020_Task 1	Overlap
6	788	2	vocab	amount	number	311	317	Exam2020_Task 1	Overlap
7	796	3	Articles	a desctop	the desktop	346	355	Exam2020_Task 1	Overlap
8	796	3	Spelling	desctop	desktop	348	355	Exam2020_Task 1	Overlap
31	796	10	Articles	the posting pictures	posting pictures	1434	1454	Exam2020_Task 1	Overlap
32	796	10	disc	pictures	pictures is	1446	1454	Exam2020_Task 1	Overlap
1	800	1	Articles	the Facebook harnessing	Facebook harnessing	46	69	Exam2020_Task 1	Overlap
2	800	1	vocab	harnessing	usage	59	69	Exam2020_Task 1	Overlap
4	800	3	Articles	more interractive social media	a more interactive social media	179	209	Exam2020_Task 1	Overlap
5	800	3	vocab	interractive	interactive	184	196	Exam2020_Task 1	Overlap
10	800	5	Articles	the most	more	398	406	Exam2020_Task 1	Overlap
11	800	5	Spelling	most	more	402	406	Exam2020_Task 1	Overlap
10	808	4	Articles	persentage	the percentage	662	672	Exam2020_Task 1	Coincide
11	808	4	Spelling	persentage	percentage	662	672	Exam2020_Task 1	Coincide
7	820	3	Articles	the 2013 - almost 100 million of users	2013 - almost 100 million of users	481	519	Exam2020_Task 1	Overlap
8	820	3	disc	of		511	513	Exam2020_Task 1	Overlap
13	822	5	punct	aproximately	, approximately	574	586	Exam2020_Task 1	Coincide
14	822	5	Spelling	aproximately	approximately	574	586	Exam2020_Task 1	Coincide
3	3	6	Articles	age group	the age group	749	758	Exam2020_Task 2	Overlap
4	3	6	Absence_comp_sent	group	group of	753	758	Exam2020_Task 2	Overlap
7	5	4	Noun_number	age	ages	366	369	Exam2020_Task 2	Coincide
21	5	4	Prepositions	age	ages of	366	369	Exam2020_Task 2	Coincide
11	9	1	Agreement_errors	are	was	45	48	Exam2020_Task 2	Coincide
33	9	1	Tense_choice	are	was	45	48	Exam2020_Task 2	Coincide
5	13	2	Agreement_errors	spends	spent	217	223	Exam2020_Task 2	Coincide
2	13	2	Tense_choice	spends	spent	217	223	Exam2020_Task 2	Coincide
14	15	3	Word_order	(282,1) minutes spent	spent 282,1 minutes	262	283	Exam2020_Task 2	Overlap
17	15	3	Punctuation	(282,1)	282.1	262	269	Exam2020_Task 2	Overlap
17	15	3	Punctuation	(282,1)	282.1	262	269	Exam2020_Task 2	Coincide
18	15	3	Numerals	(282,1)	282.1	262	269	Exam2020_Task 2	Coincide
3	23	1	Tense_choice	spends	spent on sports	48	54	Exam2020_Task 2	Overlap
4	23	1	Word_order	spends English men and women	English men and women spent on sports	48	76	Exam2020_Task 2	Overlap
13	23	1	Agreement_errors	spends	spent on sports	48	54	Exam2020_Task 2	Overlap
13	23	1	Agreement_errors	spends	spent on sports	48	54	Exam2020_Task 2	Coincide
15	23	1	Absence_explanation	spends	spent on sports	48	54	Exam2020_Task 2	Coincide
35	25	4	Word_order	almost in	at almost	340	349	Exam2020_Task 2	Overlap
34	25	4	Prepositions	in	at	347	349	Exam2020_Task 2	Overlap
21	27	4	Punctuation	whereas	, while	554	561	Exam2020_Task 2	Coincide
16	27	4	Conjunctions	whereas	, while	554	561	Exam2020_Task 2	Coincide
10	29	8	Spelling	dicrease	decreases	886	894	Exam2020_Task 2	Coincide
15	29	8	Agreement_errors	dicrease	decreases	886	894	Exam2020_Task 2	Coincide
5	31	3	Spelling	acitivity	activities	271	280	Exam2020_Task 2	Coincide
13	31	3	Noun_number	acitivity	activities	271	280	Exam2020_Task 2	Coincide
17	35	3	Word_order	in the age of 16 to 24 people	people aged 16 to 24	333	362	Exam2020_Task 2	Overlap
18	35	3	lex_item_choice	in the age	aged	333	343	Exam2020_Task 2	Overlap
21	35	4	Word_order	About 154 minutes men spent on sport in the age 25-34	Men aged 25-34 spent about 154 minutes on sport	400	453	Exam2020_Task 2	Overlap
22	35	4	lex_item_choice	in the age	aged	437	447	Exam2020_Task 2	Overlap
2	35	5	Punctuation	when	, where	506	510	Exam2020_Task 2	Coincide
23	35	5	Conjunctions	when	, where	506	510	Exam2020_Task 2	Coincide
19	37	5	Articles	population	the population	700	710	Exam2020_Task 2	Coincide
20	37	5	punct	population	population,	700	710	Exam2020_Task 2	Coincide
17	39	3	Agreement_errors	spends	spent	384	390	Exam2020_Task 2	Coincide
6	39	3	Tense_choice	spends	spent	384	390	Exam2020_Task 2	Coincide
6	41	3	Spelling	yougest	youngest	204	211	Exam2020_Task 2	Overlap
31	41	3	Articles	yougest group	the youngest group	204	217	Exam2020_Task 2	Overlap
21	41	4	Tense_choice	shows	was shown by	370	375	Exam2020_Task 2	Coincide
22	41	4	Voice	shows	was shown by	370	375	Exam2020_Task 2	Coincide
23	43	5	Linking_device	reaching	, who reached	470	478	Exam2020_Task 2	Coincide
24	43	5	Tense_choice	reaching	, who reached	470	478	Exam2020_Task 2	Coincide
7	45	6	Word_order	for men in almost 10 times	almost 10 times for men	415	441	Exam2020_Task 2	Overlap
20	45	6	Comparative_constr	in almost 10 times	almost 10 times	423	441	Exam2020_Task 2	Overlap
12	45	7	Numerals	114,1	114.1 minutes	577	582	Exam2020_Task 2	Coincide
11	45	7	Absence_explanation	114,1	114.1 minutes	577	582	Exam2020_Task 2	Coincide
3	51	2	Spelling	acivities	sports activities	194	203	Exam2020_Task 2	Coincide
41	51	2	Absence_explanation	acivities	sports activities	194	203	Exam2020_Task 2	Coincide
9	53	1	Punctuation	one year	one-year	126	134	Exam2020_Task 2	Overlap
10	53	1	Articles	one year period	a one-year period	126	141	Exam2020_Task 2	Overlap
9	55	6	Prepositions	remained	remained in the	707	715	Exam2020_Task 2	Coincide
31	55	6	Articles	remained	remained in the	707	715	Exam2020_Task 2	Coincide
16	59	1	Word_order	on sport exercises spent	spent on sports exercises	32	56	Exam2020_Task 2	Overlap
17	59	1	Noun_number	sport	sports	35	40	Exam2020_Task 2	Overlap
5	59	4	Punctuation	almost in all ages	ages,	250	268	Exam2020_Task 2	Overlap
4	59	4	Grammar	in	at	257	259	Exam2020_Task 2	Overlap
6	59	4	Verb_pattern	spend more time for	spent more time on	273	292	Exam2020_Task 2	Overlap
29	59	4	Tense_choice	spend	spent	273	278	Exam2020_Task 2	Overlap
24	59	6	Verb_pattern	spent 3 times more for	spent 3 times more time on	446	468	Exam2020_Task 2	Overlap
25	59	6	Absence_comp_sent	spent 3 times more for sport	spent 3 times more time on sport	446	474	Exam2020_Task 2	Overlap
21	59	7	Tense_choice	spend	spent	536	541	Exam2020_Task 2	Overlap
20	59	7	Verb_pattern	spend 282,1 minutes for	spent 282,1 minutes on	536	559	Exam2020_Task 2	Overlap
10	59	7	Relative_clause	women spend only 114, 1 minutes	women spent only 114,1 minutes,	581	612	Exam2020_Task 2	Overlap
23	59	7	Tense_choice	spend	spent	587	592	Exam2020_Task 2	Overlap
27	59	9	Absence_comp_sent	sport facilities	using sports facilities	838	854	Exam2020_Task 2	Overlap
14	59	9	Noun_number	sport	sports	838	843	Exam2020_Task 2	Overlap
12	65	8	Articles	increase	the increase of	894	902	Exam2020_Task 2	Coincide
13	65	8	Prepositions	increase	the increase of	894	902	Exam2020_Task 2	Coincide
3	67	2	Articles	vertical axes	the vertical axis	156	169	Exam2020_Task 2	Overlap
4	67	2	Spelling	axes	axis	165	169	Exam2020_Task 2	Overlap
30	67	3	Verb_pattern	reached significantly to	in particular reached	302	326	Exam2020_Task 2	Coincide
29	67	3	Word_order	reached significantly to	in particular reached	302	326	Exam2020_Task 2	Coincide
3	69	3	Spelling	exercisies	exercise	253	263	Exam2020_Task 2	Coincide
28	69	3	Noun_number	exercisies	exercise	253	263	Exam2020_Task 2	Coincide
1	71	1	lex_item_choice	inormation about	average	26	42	Exam2020_Task 2	Coincide
18	71	1	Spelling	inormation about	average	26	42	Exam2020_Task 2	Coincide
12	73	6	Agreement_errors	devotes	devoted	457	464	Exam2020_Task 2	Coincide
18	73	6	Tense_choice	devotes	devoted	457	464	Exam2020_Task 2	Coincide
16	79	1	Word_order	male and female young	young male and female	60	81	Exam2020_Task 2	Coincide
17	79	1	Articles	male and female young	the young male and female	60	81	Exam2020_Task 2	Coincide
23	83	2	Punctuation	On the vertical axes	On the vertical axis,	84	104	Exam2020_Task 2	Overlap
21	83	2	Spelling	axes	axis	100	104	Exam2020_Task 2	Overlap
24	83	2	Punctuation	on the horisontal axes	on the horizontal axis,	144	166	Exam2020_Task 2	Overlap
2	83	2	Spelling	horisontal	horizontal	151	161	Exam2020_Task 2	Overlap
15	83	6	lex_item_choice	, deducted	devoted	672	682	Exam2020_Task 2	Overlap
31	83	6	Punctuation	deducted to sport,	devoted to sport	674	692	Exam2020_Task 2	Overlap
6	85	2	Prepositions	did sport	did sports for	230	239	Exam2020_Task 2	Overlap
7	85	2	Noun_number	sport	sports	234	239	Exam2020_Task 2	Overlap
30	89	4	Articles	women	the average woman	505	510	Exam2020_Task 2	Coincide
